TransactionAmount,TransactionType,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation,Location,Channel,TransactionDate,PreviousTransactionDate,Label
584.88,Debit,26,121,1,548.45,Student,Philadelphia,ATM,2023-12-19 17:19:47,2024-11-04 08:11:03,2
308.94,Debit,25,167,1,1931.66,Student,Los Angeles,Online,2023-04-03 16:35:29,2024-11-04 08:07:47,2
295.93,Debit,36,117,1,1050.63,Doctor,Boston,Branch,2023-02-20 17:26:39,2024-11-04 08:09:56,0
1512.99,Debit,19,50,1,9963.39,Student,Philadelphia,Online,2023-08-08 17:15:50,2024-11-04 08:09:45,2
77.44,Debit,58,268,1,1950.63,Retired,Washington,Branch,2023-06-26 16:28:59,2024-11-04 08:10:59,0
92.5,Credit,40,70,1,6295.45,Engineer,Seattle,Online,2023-09-25 16:22:10,2024-11-04 08:08:25,1
97.74,Credit,41,137,1,4113.63,Engineer,Los Angeles,Online,2023-09-04 16:46:29,2024-11-04 08:07:15,1
291.68,Debit,21,90,1,1451.02,Student,Columbus,ATM,2023-08-07 18:07:57,2024-11-04 08:11:59,2
56.96,Debit,22,135,1,1597.85,Student,Albuquerque,ATM,2023-06-26 17:38:30,2024-11-04 08:07:18,2
436.8,Debit,27,92,1,1256.33,Student,Seattle,Online,2023-07-03 16:15:11,2024-11-04 08:10:00,2
259.49,Debit,72,292,1,7320.61,Retired,Austin,Online,2023-06-09 16:31:56,2024-11-04 08:07:31,0
726.26,Debit,57,147,1,2150.38,Retired,Omaha,Online,2023-02-13 17:13:49,2024-11-04 08:06:49,0
568.68,Debit,72,101,1,2940.04,Retired,Houston,ATM,2023-04-25 18:47:16,2024-11-04 08:08:39,0
77.57,Debit,49,225,1,12801.93,Doctor,Atlanta,Online,2023-12-13 17:02:21,2024-11-04 08:07:54,0
999.28,Debit,29,40,1,4272.41,Engineer,Boston,Online,2023-05-22 17:45:50,2024-11-04 08:12:15,0
14.16,Credit,74,290,1,5399.76,Retired,Oklahoma City,Branch,2023-01-09 16:49:07,2024-11-04 08:10:20,1
1142.83,Credit,61,48,1,2467.39,Retired,Omaha,Branch,2023-07-14 17:44:23,2024-11-04 08:11:26,1
61.33,Debit,27,129,1,7537.4,Engineer,Raleigh,ATM,2023-09-20 18:18:00,2024-11-04 08:06:27,0
27.64,Debit,54,23,1,7498.51,Engineer,New York,Online,2023-06-09 17:14:26,2024-11-04 08:08:22,0
3.85,Debit,29,32,1,10506.41,Doctor,San Jose,ATM,2023-04-17 16:27:27,2024-11-04 08:08:51,0
431.22,Credit,73,129,1,6505.98,Retired,Austin,Branch,2023-04-21 16:25:49,2024-11-04 08:07:30,1
178.55,Debit,55,67,1,7568.4,Engineer,Houston,Branch,2023-12-15 16:16:30,2024-11-04 08:12:21,0
248.76,Debit,18,56,1,546.46,Student,Denver,ATM,2023-05-24 16:12:18,2024-11-04 08:06:33,2
76.16,Debit,23,99,1,1072.25,Student,San Francisco,ATM,2023-11-21 16:45:29,2024-11-04 08:12:04,2
347.25,Debit,69,250,1,7273.55,Doctor,Indianapolis,ATM,2023-01-30 18:49:52,2024-11-04 08:08:01,0
28.04,Debit,57,146,5,11197.54,Doctor,Los Angeles,ATM,2023-02-15 16:37:09,2024-11-04 08:12:17,0
325.98,Debit,19,277,1,782.35,Student,Washington,ATM,2023-07-20 16:58:39,2024-11-04 08:08:23,2
249.56,Debit,76,246,1,4444.95,Retired,New York,Branch,2023-11-20 16:05:05,2024-11-04 08:11:08,0
17.43,Debit,56,33,1,10658.88,Doctor,Albuquerque,ATM,2023-02-23 16:21:38,2024-11-04 08:08:36,0
198.01,Credit,26,40,1,250.93,Student,Austin,Branch,2023-04-24 17:46:41,2024-11-04 08:10:09,3
585.58,Debit,23,55,1,1729.02,Student,Raleigh,Branch,2023-09-04 16:13:40,2024-11-04 08:09:16,2
434.67,Credit,27,124,1,1298.13,Student,Virginia Beach,Online,2023-12-05 18:33:02,2024-11-04 08:10:09,3
510.7,Credit,27,294,1,5828.48,Student,Nashville,Online,2023-06-07 16:35:27,2024-11-04 08:07:57,3
331.98,Debit,74,12,1,7600.99,Retired,Denver,ATM,2023-08-28 16:40:01,2024-11-04 08:09:26,0
199.54,Debit,56,268,1,9603.73,Engineer,Portland,Online,2023-10-10 17:24:33,2024-11-04 08:10:49,0
212.97,Debit,59,178,1,4180.4,Engineer,Atlanta,Online,2023-11-14 16:56:34,2024-11-04 08:10:42,0
270.56,Debit,23,139,1,1268.44,Student,Philadelphia,Online,2023-02-17 16:57:32,2024-11-04 08:08:05,2
306.37,Debit,26,120,1,9609.67,Engineer,Colorado Springs,ATM,2023-06-27 18:26:08,2024-11-04 08:07:43,0
643.02,Credit,38,85,1,11989.39,Doctor,Detroit,ATM,2023-10-02 17:47:19,2024-11-04 08:07:01,1
98.48,Debit,47,12,1,9538.92,Engineer,Miami,Branch,2023-02-16 17:14:41,2024-11-04 08:11:29,0
889.01,Debit,36,169,1,4826.88,Engineer,Virginia Beach,Online,2023-08-29 17:55:07,2024-11-04 08:11:23,0
537.86,Debit,27,134,1,293.06,Student,Kansas City,Online,2023-09-19 16:44:21,2024-11-04 08:09:27,2
241.18,Debit,25,162,1,1445.53,Student,Mesa,ATM,2023-05-30 18:29:15,2024-11-04 08:06:56,2
130.54,Debit,64,94,1,11204.62,Doctor,Atlanta,ATM,2023-04-05 17:20:36,2024-11-04 08:09:50,0
800.29,Credit,20,84,1,693.4,Student,San Diego,Branch,2023-12-04 16:25:27,2024-11-04 08:11:42,3
8.81,Debit,57,165,1,13523.65,Doctor,Dallas,Online,2023-05-22 16:57:30,2024-11-04 08:09:40,0
28.52,Debit,20,163,1,662.51,Student,Detroit,ATM,2023-06-02 16:54:12,2024-11-04 08:08:28,2
431.31,Credit,23,99,1,342.73,Student,Atlanta,Online,2023-05-01 16:18:16,2024-11-04 08:09:29,3
885.33,Credit,47,59,1,7764.16,Engineer,Raleigh,ATM,2023-08-22 18:41:50,2024-11-04 08:10:03,1
199.23,Debit,29,54,1,9834.0,Engineer,Tucson,ATM,2023-09-04 16:04:27,2024-11-04 08:07:46,0
42.26,Debit,44,171,1,268.77,Doctor,Raleigh,ATM,2023-10-26 16:19:25,2024-11-04 08:09:35,0
166.06,Debit,30,172,1,5397.68,Engineer,Indianapolis,ATM,2023-07-14 16:06:06,2024-11-04 08:07:04,0
357.72,Debit,53,25,1,7659.5,Retired,Miami,ATM,2023-08-07 17:29:48,2024-11-04 08:11:19,0
588.37,Debit,28,284,1,1926.08,Student,Dallas,Online,2023-01-05 17:48:29,2024-11-04 08:07:39,2
72.82,Debit,68,127,1,6911.62,Doctor,Houston,Online,2023-11-10 16:50:35,2024-11-04 08:06:49,0
162.36,Debit,36,147,1,7527.04,Engineer,Tucson,Online,2023-11-22 16:10:32,2024-11-04 08:09:02,0
584.82,Credit,43,109,1,12071.1,Doctor,Nashville,Online,2023-10-17 16:11:26,2024-11-04 08:09:47,1
38.15,Credit,72,129,1,1425.47,Retired,Oklahoma City,Online,2023-10-06 16:37:16,2024-11-04 08:12:23,1
477.54,Credit,23,52,1,1598.63,Student,San Francisco,ATM,2023-08-21 17:20:05,2024-11-04 08:06:48,3
639.57,Debit,60,43,1,11726.47,Doctor,Philadelphia,Branch,2023-12-18 16:25:18,2024-11-04 08:12:02,0
58.23,Debit,28,34,1,9189.76,Student,Phoenix,Online,2023-07-26 17:25:23,2024-11-04 08:09:59,2
776.21,Credit,78,99,1,4895.87,Retired,Raleigh,Online,2023-02-22 17:15:20,2024-11-04 08:06:38,1
248.76,Debit,21,117,1,6178.77,Student,Portland,Branch,2023-03-20 18:51:53,2024-11-04 08:09:07,2
188.61,Debit,67,26,1,7167.57,Retired,Boston,Online,2024-01-01 17:16:23,2024-11-04 08:06:23,0
675.37,Credit,56,31,1,4704.91,Retired,Jacksonville,Online,2023-12-29 16:45:06,2024-11-04 08:11:11,1
94.82,Credit,67,56,1,1267.72,Retired,Columbus,Branch,2023-03-21 16:36:30,2024-11-04 08:12:17,1
425.18,Credit,59,135,1,5790.55,Engineer,Fresno,Online,2023-02-20 16:16:39,2024-11-04 08:11:26,1
50.28,Debit,60,65,1,5729.1,Engineer,Oklahoma City,Branch,2023-02-02 16:20:28,2024-11-04 08:06:46,0
864.72,Credit,34,58,1,7379.38,Engineer,Detroit,Branch,2023-08-25 16:35:39,2024-11-04 08:11:10,1
70.68,Debit,25,105,1,1478.41,Student,El Paso,Online,2023-11-22 17:01:08,2024-11-04 08:10:55,2
261.77,Debit,28,46,1,824.71,Student,Chicago,Online,2023-01-12 18:07:21,2024-11-04 08:11:48,2
183.22,Debit,27,63,1,1024.42,Student,Milwaukee,ATM,2023-10-05 18:40:15,2024-11-04 08:07:27,2
58.32,Credit,29,275,4,6027.49,Engineer,Louisville,Branch,2023-07-31 16:21:15,2024-11-04 08:06:58,1
156.86,Debit,51,102,1,14453.35,Doctor,Charlotte,ATM,2023-01-30 16:37:53,2024-11-04 08:10:27,0
120.67,Debit,42,233,1,5374.54,Doctor,Colorado Springs,ATM,2023-12-25 18:16:39,2024-11-04 08:12:08,0
308.62,Credit,59,101,1,9148.08,Engineer,Sacramento,Branch,2023-10-06 18:59:06,2024-11-04 08:06:47,1
506.81,Debit,59,41,1,2757.23,Engineer,Milwaukee,ATM,2023-12-20 16:17:24,2024-11-04 08:08:00,0
328.39,Debit,41,108,1,2523.83,Engineer,New York,ATM,2023-11-09 16:47:01,2024-11-04 08:11:57,0
796.3,Debit,67,64,1,1498.79,Retired,Austin,Branch,2023-03-22 16:03:01,2024-11-04 08:08:32,0
72.47,Debit,29,72,1,1305.56,Doctor,Boston,Online,2023-10-17 18:02:43,2024-11-04 08:11:10,2
279.6,Debit,25,131,1,1910.9,Student,Fort Worth,ATM,2023-05-31 16:28:06,2024-11-04 08:06:53,2
304.2,Debit,25,102,1,423.64,Student,Indianapolis,Online,2023-06-08 16:06:13,2024-11-04 08:10:19,2
351.38,Debit,64,21,1,7606.63,Retired,New York,Branch,2023-06-26 18:41:55,2024-11-04 08:06:32,0
86.07,Debit,31,23,1,842.56,Doctor,Dallas,Branch,2023-11-20 18:40:45,2024-11-04 08:12:19,0
604.5,Debit,28,80,1,709.42,Student,Portland,ATM,2023-08-08 18:39:24,2024-11-04 08:06:32,2
258.7,Debit,27,123,1,1358.37,Student,Charlotte,ATM,2023-02-22 17:12:15,2024-11-04 08:06:36,2
994.63,Debit,61,158,1,13538.14,Doctor,Austin,Online,2023-06-21 16:00:07,2024-11-04 08:09:25,0
11.46,Credit,75,64,1,7258.33,Retired,Austin,Branch,2023-01-31 17:14:32,2024-11-04 08:08:10,1
63.76,Debit,69,100,1,4980.26,Retired,San Antonio,ATM,2023-06-27 17:44:24,2024-11-04 08:10:22,0
446.83,Credit,55,143,1,1623.5,Retired,Miami,Branch,2023-06-26 18:51:31,2024-11-04 08:09:33,1
63.54,Debit,26,136,1,4401.78,Engineer,Dallas,ATM,2023-05-22 18:23:18,2024-11-04 08:07:31,0
81.11,Debit,48,110,1,2051.37,Engineer,Charlotte,Online,2023-10-16 18:07:26,2024-11-04 08:07:46,0
441.26,Credit,58,87,5,13704.92,Doctor,Tucson,Branch,2023-02-27 16:07:46,2024-11-04 08:11:41,1
170.96,Debit,64,69,1,13374.89,Doctor,Washington,Branch,2023-12-28 16:46:46,2024-11-04 08:06:53,0
48.51,Debit,22,69,1,3363.23,Student,Austin,Branch,2023-01-09 17:22:18,2024-11-04 08:10:53,2
325.03,Debit,60,106,1,13521.76,Doctor,Jacksonville,Branch,2023-01-11 17:04:19,2024-11-04 08:10:08,0
125.83,Debit,57,138,1,6109.86,Retired,Los Angeles,ATM,2023-05-29 17:14:03,2024-11-04 08:11:30,0
506.83,Debit,37,45,1,9975.79,Engineer,Indianapolis,Branch,2023-04-24 17:27:12,2024-11-04 08:07:31,0
738.94,Debit,41,173,1,13856.18,Doctor,Philadelphia,Branch,2023-10-09 18:54:21,2024-11-04 08:08:51,0
180.36,Credit,33,55,1,9905.23,Engineer,Oklahoma City,Online,2023-05-30 16:12:10,2024-11-04 08:06:40,1
225.1,Debit,28,35,1,1547.71,Student,Boston,ATM,2023-12-11 17:28:44,2024-11-04 08:07:08,2
359.51,Debit,79,157,1,7153.72,Retired,Charlotte,Online,2023-11-30 18:08:39,2024-11-04 08:12:11,0
720.46,Debit,54,44,1,3101.54,Retired,Tucson,Branch,2023-12-07 16:10:40,2024-11-04 08:08:35,0
1116.57,Debit,56,104,1,1393.14,Retired,Tucson,ATM,2023-02-23 16:54:09,2024-11-04 08:07:14,0
291.46,Debit,57,135,1,7142.53,Retired,Miami,ATM,2023-02-08 16:29:56,2024-11-04 08:10:03,0
1192.95,Debit,23,73,1,325.15,Student,Las Vegas,Branch,2023-12-04 18:30:00,2024-11-04 08:08:01,2
98.24,Debit,28,148,1,580.66,Student,Mesa,Online,2023-04-10 17:58:46,2024-11-04 08:08:58,2
100.48,Credit,18,104,1,6149.81,Student,Milwaukee,Branch,2023-02-17 16:53:25,2024-11-04 08:12:12,3
45.9,Debit,56,264,1,5698.25,Engineer,Columbus,Branch,2023-07-04 18:55:57,2024-11-04 08:07:45,0
258.21,Debit,39,225,1,9562.41,Doctor,San Antonio,Online,2023-11-27 17:19:31,2024-11-04 08:10:11,0
1079.11,Debit,53,211,1,2038.31,Engineer,Las Vegas,Online,2023-05-05 16:42:25,2024-11-04 08:07:41,0
287.51,Debit,22,255,1,187.65,Student,El Paso,Online,2023-05-22 16:57:31,2024-11-04 08:08:19,2
501.3,Credit,26,146,1,8520.08,Engineer,San Antonio,Online,2023-05-22 18:27:37,2024-11-04 08:08:07,1
26.1,Debit,27,32,1,1435.72,Student,Mesa,ATM,2023-02-17 16:21:21,2024-11-04 08:07:09,2
436.77,Debit,20,176,1,825.69,Student,Jacksonville,ATM,2023-09-28 16:14:49,2024-11-04 08:09:11,2
292.38,Debit,68,224,1,5803.89,Doctor,Baltimore,ATM,2023-05-15 16:49:14,2024-11-04 08:09:42,0
1026.46,Debit,53,165,1,3134.47,Retired,Philadelphia,Branch,2023-06-21 16:40:17,2024-11-04 08:07:24,0
25.29,Debit,50,125,1,5374.69,Engineer,Miami,Online,2023-07-27 18:34:19,2024-11-04 08:06:44,0
123.35,Credit,31,10,1,6852.16,Doctor,Baltimore,Online,2023-08-11 17:00:56,2024-11-04 08:09:58,1
139.52,Debit,23,31,1,1570.22,Student,Portland,Branch,2023-09-22 18:02:42,2024-11-04 08:08:00,2
51.2,Debit,18,83,1,730.6,Student,Tucson,Online,2023-03-13 18:45:47,2024-11-04 08:06:44,2
122.85,Credit,47,127,3,13185.39,Doctor,Seattle,Online,2023-11-29 17:38:53,2024-11-04 08:07:00,1
161.38,Credit,24,101,1,3900.34,Student,Colorado Springs,Online,2023-11-09 16:06:17,2024-11-04 08:10:55,3
2.51,Debit,63,32,1,4891.56,Retired,Baltimore,Online,2023-04-17 16:04:21,2024-11-04 08:11:22,0
22.62,Debit,64,102,1,7682.0,Doctor,Virginia Beach,ATM,2023-05-10 16:35:02,2024-11-04 08:11:17,0
126.83,Debit,57,39,1,6100.98,Retired,Austin,Branch,2023-02-20 16:40:25,2024-11-04 08:10:31,0
46.6,Debit,55,68,1,1562.9,Doctor,Detroit,Online,2023-08-30 17:54:55,2024-11-04 08:06:23,0
243.8,Debit,57,48,1,13732.81,Doctor,San Francisco,Branch,2023-01-03 16:42:41,2024-11-04 08:10:09,0
231.51,Credit,60,96,1,5790.7,Retired,Oklahoma City,Branch,2023-08-28 17:22:16,2024-11-04 08:12:09,1
175.05,Debit,39,34,1,1447.35,Engineer,San Francisco,Online,2023-01-02 17:05:16,2024-11-04 08:08:09,0
762.74,Debit,64,244,1,207.1,Doctor,Los Angeles,ATM,2023-05-02 17:24:54,2024-11-04 08:06:39,0
34.03,Debit,57,38,1,3077.2,Engineer,Los Angeles,Branch,2023-05-22 17:09:30,2024-11-04 08:09:59,0
15.95,Debit,25,52,1,1983.0,Student,Raleigh,Branch,2023-03-14 17:10:00,2024-11-04 08:11:39,2
926.53,Debit,57,107,1,3120.1,Engineer,Milwaukee,ATM,2023-11-24 17:24:24,2024-11-04 08:06:24,0
101.51,Credit,46,199,1,3052.47,Engineer,Tucson,Online,2023-03-23 16:17:51,2024-11-04 08:11:54,1
309.42,Debit,27,42,1,8564.46,Engineer,Fresno,Branch,2023-10-18 16:51:31,2024-11-04 08:10:21,0
257.6,Credit,59,293,1,7950.74,Retired,Fort Worth,Online,2023-12-18 16:30:46,2024-11-04 08:09:57,1
746.78,Credit,21,64,1,1699.81,Student,Mesa,Branch,2023-11-27 16:29:16,2024-11-04 08:07:44,3
82.01,Credit,23,156,1,287.46,Student,Sacramento,Branch,2023-12-25 17:27:57,2024-11-04 08:07:14,3
476.99,Debit,23,187,1,1154.48,Student,San Diego,Online,2023-01-10 16:00:32,2024-11-04 08:10:10,2
320.11,Debit,23,130,1,4076.48,Student,El Paso,Branch,2023-08-31 16:26:37,2024-11-04 08:07:38,2
333.39,Debit,68,35,1,10628.59,Doctor,Philadelphia,ATM,2023-09-11 16:36:59,2024-11-04 08:08:37,0
10.3,Debit,47,197,1,7801.32,Engineer,Fresno,ATM,2023-12-07 16:59:06,2024-11-04 08:10:12,0
737.46,Credit,53,75,4,634.16,Doctor,Albuquerque,Branch,2023-01-03 16:28:03,2024-11-04 08:07:37,1
416.55,Debit,33,73,1,922.96,Engineer,Oklahoma City,Online,2023-05-05 17:31:53,2024-11-04 08:07:20,0
84.91,Debit,18,68,1,1671.86,Student,Raleigh,Online,2023-10-16 18:38:15,2024-11-04 08:06:59,2
98.95,Debit,75,73,1,5670.82,Retired,Mesa,Branch,2023-12-29 17:37:37,2024-11-04 08:07:52,0
18.14,Credit,58,48,1,6020.85,Retired,Milwaukee,ATM,2023-02-17 18:46:59,2024-11-04 08:11:08,1
1154.79,Debit,51,108,1,6180.3,Doctor,Columbus,ATM,2023-08-02 17:52:47,2024-11-04 08:11:47,0
215.13,Debit,46,114,1,3956.69,Engineer,Charlotte,Online,2023-01-05 16:02:42,2024-11-04 08:08:16,0
218.57,Credit,62,102,1,13869.86,Doctor,Memphis,Branch,2023-10-16 16:30:38,2024-11-04 08:08:19,1
341.88,Debit,43,89,1,4159.52,Engineer,Austin,ATM,2023-06-14 16:34:43,2024-11-04 08:11:00,0
691.92,Debit,19,61,1,1084.65,Student,Boston,Online,2023-07-10 16:37:18,2024-11-04 08:12:13,2
50.43,Debit,32,51,1,9794.26,Doctor,San Jose,Branch,2023-07-10 16:06:28,2024-11-04 08:09:10,0
440.43,Debit,78,23,1,5123.24,Retired,Colorado Springs,Branch,2023-09-21 17:41:34,2024-11-04 08:07:52,0
299.03,Debit,39,52,1,1381.28,Engineer,Columbus,Branch,2023-01-19 17:27:01,2024-11-04 08:10:02,0
1.98,Debit,66,170,1,11619.1,Doctor,Seattle,ATM,2023-12-25 17:41:33,2024-11-04 08:10:47,0
173.45,Debit,31,161,1,9077.62,Engineer,Philadelphia,ATM,2023-12-25 16:25:43,2024-11-04 08:07:11,0
438.76,Debit,22,73,1,1824.19,Student,San Antonio,Branch,2023-02-13 16:48:50,2024-11-04 08:11:13,2
519.62,Credit,71,40,1,4159.33,Retired,Washington,Online,2023-11-23 17:42:11,2024-11-04 08:06:37,1
738.68,Debit,50,124,1,14352.33,Doctor,Chicago,Online,2023-03-07 16:36:08,2024-11-04 08:11:40,0
151.14,Debit,64,38,1,2156.54,Retired,Memphis,Online,2023-06-01 16:18:49,2024-11-04 08:11:40,0
75.77,Debit,51,148,1,8361.7,Engineer,Charlotte,Branch,2023-08-07 17:48:31,2024-11-04 08:09:47,0
444.52,Debit,27,17,1,5424.6,Engineer,Louisville,Online,2023-04-04 16:11:34,2024-11-04 08:06:58,0
5.29,Debit,52,276,1,11263.89,Doctor,Indianapolis,Online,2023-03-08 18:51:57,2024-11-04 08:09:14,0
97.63,Credit,48,127,1,12467.31,Doctor,Milwaukee,Online,2023-05-15 16:05:06,2024-11-04 08:11:10,1
256.95,Debit,26,71,1,2531.24,Engineer,San Diego,Branch,2023-05-04 16:37:21,2024-11-04 08:08:10,0
734.86,Credit,48,290,1,6242.03,Engineer,Boston,Branch,2023-12-08 16:36:30,2024-11-04 08:08:49,1
1250.94,Debit,36,107,2,11565.97,Doctor,Columbus,ATM,2023-02-28 17:45:06,2024-11-04 08:08:33,0
84.28,Debit,39,142,1,13586.06,Doctor,Memphis,Branch,2023-06-12 17:09:17,2024-11-04 08:07:40,0
927.45,Debit,24,95,1,1161.84,Student,Austin,ATM,2023-08-07 18:52:42,2024-11-04 08:07:13,2
202.49,Credit,48,69,1,7447.1,Engineer,Virginia Beach,ATM,2023-12-28 16:30:32,2024-11-04 08:08:28,1
154.99,Debit,25,53,1,1419.31,Student,Mesa,Branch,2023-08-28 17:07:08,2024-11-04 08:08:06,2
481.53,Debit,58,277,1,6142.54,Retired,Atlanta,Branch,2023-09-12 17:21:48,2024-11-04 08:11:54,0
172.92,Debit,20,212,1,416.37,Student,Miami,Online,2023-08-28 16:56:05,2024-11-04 08:08:14,2
275.59,Credit,53,238,1,6313.22,Retired,Philadelphia,Branch,2023-10-10 16:49:03,2024-11-04 08:10:12,1
207.2,Debit,60,133,1,8092.94,Engineer,Columbus,Online,2024-01-01 16:12:32,2024-11-04 08:06:23,0
136.82,Debit,31,14,1,6229.13,Engineer,Chicago,Branch,2023-08-25 18:24:06,2024-11-04 08:08:03,0
624.0,Debit,26,132,5,4976.18,Engineer,Houston,Branch,2023-02-16 17:34:34,2024-11-04 08:11:42,0
179.38,Debit,30,28,1,8741.51,Engineer,Chicago,Online,2023-08-10 18:31:00,2024-11-04 08:08:34,0
10.15,Debit,59,58,5,7155.04,Doctor,Austin,ATM,2023-02-23 16:51:34,2024-11-04 08:11:00,0
26.3,Debit,32,33,1,7473.73,Doctor,Virginia Beach,ATM,2023-12-12 16:57:29,2024-11-04 08:09:28,0
319.5,Credit,29,69,1,2366.3,Engineer,Virginia Beach,Branch,2023-06-09 16:03:24,2024-11-04 08:10:45,1
182.42,Debit,51,137,1,3051.29,Retired,Kansas City,Branch,2023-03-22 16:59:56,2024-11-04 08:10:41,0
716.62,Debit,44,241,1,6987.4,Doctor,Atlanta,ATM,2023-04-10 16:04:28,2024-11-04 08:10:05,0
222.96,Credit,65,150,1,7370.41,Doctor,Fresno,ATM,2023-03-23 17:26:31,2024-11-04 08:12:21,1
79.77,Debit,68,167,1,5010.31,Retired,San Francisco,ATM,2023-01-23 16:50:55,2024-11-04 08:08:44,0
431.08,Debit,59,25,1,6760.22,Retired,Albuquerque,Branch,2023-07-17 18:24:15,2024-11-04 08:06:52,0
592.24,Debit,52,140,1,9817.05,Doctor,Tucson,ATM,2023-10-16 16:49:07,2024-11-04 08:07:20,0
200.19,Credit,52,108,1,4389.96,Retired,San Antonio,Branch,2023-07-18 18:11:40,2024-11-04 08:12:17,1
297.5,Credit,73,80,1,6768.14,Retired,Kansas City,Branch,2023-03-27 17:16:41,2024-11-04 08:07:49,1
345.86,Debit,51,145,1,1504.64,Retired,Omaha,ATM,2023-11-20 16:41:44,2024-11-04 08:09:26,0
343.88,Debit,63,97,1,6486.18,Retired,Nashville,Online,2023-12-11 16:37:20,2024-11-04 08:12:01,0
16.52,Credit,25,135,1,835.53,Student,Boston,Online,2023-01-04 17:00:58,2024-11-04 08:07:28,3
162.1,Debit,41,151,1,8576.65,Engineer,Milwaukee,Branch,2023-12-06 17:34:01,2024-11-04 08:08:09,0
36.12,Debit,22,234,1,1593.03,Student,Houston,Online,2023-11-29 17:55:07,2024-11-04 08:08:11,2
354.91,Debit,74,191,1,3872.55,Retired,Boston,ATM,2023-12-18 16:33:07,2024-11-04 08:09:08,0
38.41,Debit,40,117,1,9129.68,Doctor,Denver,ATM,2023-04-11 16:06:20,2024-11-04 08:07:27,0
53.52,Debit,49,55,1,2227.49,Engineer,San Diego,Branch,2023-03-31 16:18:37,2024-11-04 08:08:36,0
498.59,Debit,57,138,1,2619.46,Retired,Philadelphia,Online,2023-10-23 18:41:35,2024-11-04 08:11:11,0
13.3,Debit,23,63,1,213.0,Student,San Antonio,ATM,2023-06-06 16:36:30,2024-11-04 08:09:17,2
189.65,Debit,21,60,1,8457.09,Student,Charlotte,ATM,2023-09-25 16:32:45,2024-11-04 08:11:01,2
255.32,Debit,80,27,1,6290.62,Retired,Baltimore,ATM,2023-09-13 16:14:04,2024-11-04 08:07:29,0
230.51,Credit,51,56,1,9522.37,Engineer,Memphis,Branch,2023-02-17 18:01:18,2024-11-04 08:10:49,1
237.74,Debit,61,152,1,11795.12,Doctor,Tucson,ATM,2023-06-12 18:51:29,2024-11-04 08:10:26,0
512.76,Debit,52,26,1,5121.36,Doctor,Fresno,ATM,2023-04-11 16:37:54,2024-11-04 08:07:06,0
151.37,Debit,54,53,1,8356.08,Engineer,Baltimore,ATM,2023-04-03 16:55:21,2024-11-04 08:08:41,0
85.01,Credit,25,157,1,1299.4,Student,Portland,ATM,2023-01-23 18:35:43,2024-11-04 08:08:58,3
444.47,Debit,57,61,1,6062.94,Retired,San Jose,Online,2023-01-16 16:15:57,2024-11-04 08:10:42,0
184.19,Debit,67,58,1,7588.67,Retired,Indianapolis,ATM,2023-04-24 16:28:14,2024-11-04 08:10:28,0
879.25,Credit,24,137,1,125.85,Student,Memphis,Online,2023-11-07 17:44:12,2024-11-04 08:08:02,3
55.98,Credit,24,87,1,7047.04,Student,Kansas City,Branch,2023-09-25 16:41:04,2024-11-04 08:12:04,3
54.91,Credit,41,275,1,7927.27,Engineer,Columbus,ATM,2023-02-13 16:08:58,2024-11-04 08:07:25,1
1047.69,Debit,20,139,1,1889.78,Student,Austin,Online,2023-10-16 16:32:31,2024-11-04 08:10:42,2
393.74,Debit,26,90,1,1769.06,Student,Charlotte,Online,2023-12-04 18:11:56,2024-11-04 08:06:52,2
58.94,Debit,30,26,1,4575.98,Engineer,Miami,Online,2023-01-16 16:16:42,2024-11-04 08:08:38,0
515.57,Debit,27,56,1,9269.67,Engineer,Columbus,ATM,2023-01-02 17:26:34,2024-11-04 08:06:54,0
332.15,Debit,59,105,1,9749.46,Doctor,Dallas,ATM,2023-10-16 17:12:32,2024-11-04 08:07:16,0
177.94,Debit,19,173,1,123.24,Student,Milwaukee,Online,2023-09-26 16:08:25,2024-11-04 08:11:29,2
68.68,Debit,49,141,1,4718.51,Engineer,Sacramento,Online,2023-09-18 16:15:19,2024-11-04 08:06:27,0
1431.54,Debit,20,84,1,1171.98,Student,Portland,Online,2023-12-11 16:23:59,2024-11-04 08:08:41,2
240.03,Debit,33,31,1,7807.73,Engineer,Atlanta,Online,2023-02-27 17:25:09,2024-11-04 08:09:41,0
168.34,Debit,64,240,1,7483.01,Retired,Phoenix,ATM,2023-06-27 18:14:30,2024-11-04 08:11:10,0
474.77,Debit,46,284,1,8494.53,Engineer,Boston,Online,2023-10-06 18:26:45,2024-11-04 08:06:24,0
451.7,Debit,29,103,1,8994.67,Engineer,Chicago,Online,2023-03-01 16:56:01,2024-11-04 08:10:51,0
243.85,Debit,39,43,1,4576.78,Engineer,Omaha,Branch,2023-12-20 16:41:44,2024-11-04 08:08:53,0
5.76,Debit,38,164,1,5859.79,Engineer,Houston,Branch,2023-08-28 17:13:52,2024-11-04 08:09:21,0
435.08,Debit,55,78,1,2103.41,Engineer,San Francisco,Online,2023-07-24 16:01:27,2024-11-04 08:11:15,0
127.78,Debit,20,170,1,1046.66,Student,Miami,ATM,2023-04-25 16:41:32,2024-11-04 08:10:26,2
23.14,Credit,47,93,1,10536.54,Doctor,Mesa,Online,2023-11-15 17:23:40,2024-11-04 08:09:21,1
